SUBURB,POSTCODE,PSTATE,CREATED,CREATED_BY,UPDATED,UPDATED_BY
JIMNA,4515,QLD,,,,
KILCOY,4515,QLD,,,,
ELIMBAH,4516,QLD,,,,
BEERBURRUM,4517,QLD,,,,
GLASS HOUSE MOUNTAINS,4518,QLD,,,,
BEERWAH,4519,QLD,,,,
COOCHIN CREEK,4519,QLD,,,,
CROHAMHURST,4519,QLD,,,,
CAMP MOUNTAIN,4520,QLD,,,,
CEDAR CREEK,4520,QLD,,,,
CLOSEBURN,4520,QLD,,,,
DRAPER,4520,QLD,,,,
ENOGGERA RESERVOIR,4520,QLD,,,,
HIGHVALE,4520,QLD,,,,
JOLLYS LOOKOUT,4520,QLD,,,,
MOUNT GLORIOUS,4520,QLD,,,,
MOUNT NEBO,4520,QLD,,,,
MOUNT SAMSON,4520,QLD,,,,
SAMFORD,4520,QLD,,,,
SAMSONVALE,4520,QLD,,,,
WIGHTS MOUNTAIN,4520,QLD,,,,
YUGAR,4520,QLD,,,,
DAYBORO,4521,QLD,,,,
KING SCRUB,4521,QLD,,,,
MOUNT MEE,4521,QLD,,,,
MOUNT PLEASANT,4521,QLD,,,,
OCEAN VIEW,4521,QLD,,,,
LANDSBOROUGH,4550,QLD,,,,
AROONA,4551,QLD,,,,
BATTERY HILL,4551,QLD,,,,
BELLS CREEK,4551,QLD,,,,
CALOUNDRA,4551,QLD,,,,
CALOUNDRA WEST,4551,QLD,,,,
CURRIMUNDI,4551,QLD,,,,
DICKY BEACH,4551,QLD,,,,
GOLDEN BEACH,4551,QLD,,,,
KINGS BEACH,4551,QLD,,,,
LITTLE MOUNTAIN,4551,QLD,,,,
MOFFAT BEACH,4551,QLD,,,,
PELICAN WATERS,4551,QLD,,,,
SHELLY BEACH,4551,QLD,,,,
BALMORAL RIDGE,4552,QLD,,,,
BOOROOBIN,4552,QLD,,,,
CAMBROON,4552,QLD,,,,
CONONDALE,4552,QLD,,,,
CURRAMORE,4552,QLD,,,,
ELAMAN CREEK,4552,QLD,,,,
HARPER CREEK,4552,QLD,,,,
MALENY,4552,QLD,,,,
NORTH MALENY,4552,QLD,,,,
WOOTHA,4552,QLD,,,,
DIAMOND VALLEY,4553,QLD,,,,
MOOLOOLAH,4553,QLD,,,,
PALMVIEW,4553,QLD,,,,
EUDLO,4554,QLD,,,,
ILKLEY,4554,QLD,,,,
PALMWOODS,4555,QLD,,,,
BUDERIM,4556,QLD,,,,
KUNDA PARK,4556,QLD,,,,
TANAWHA,4556,QLD,,,,
MOOLOOLABA,4557,QLD,,,,
MOUNTAIN CREEK,4557,QLD,,,,
COTTON TREE,4558,QLD,,,,
MAROOCHYDORE,4558,QLD,,,,
MAROOCHYDORE BC,4558,QLD,,,,
SUNSHINE PLAZA,4558,QLD,,,,
DIDDILLIBAH,4559,QLD,,,,
KIELS MOUNTAIN,4559,QLD,,,,
WOOMBYE,4559,QLD,,,,
BLI BLI,4560,QLD,,,,
DULONG,4560,QLD,,,,
MAPLETON,4560,QLD,,,,
MONTVILLE,4560,QLD,,,,
NAMBOUR,4560,QLD,,,,
PERWILLOWEN,4560,QLD,,,,
MAROOCHY RIVER,4561,QLD,,,,
YANDINA,4561,QLD,,,,
EUMUNDI,4562,QLD,,,,
COOROY,4563,QLD,,,,
COOROY MOUNTAIN,4563,QLD,,,,
LAKE MACDONALD,4563,QLD,,,,
TINBEERWAH,4563,QLD,,,,
MARCOOLA,4564,QLD,,,,
MUDJIMBA,4564,QLD,,,,
PACIFIC PARADISE,4564,QLD,,,,
BOREEN,4565,QLD,,,,
BOREEN POINT,4565,QLD,,,,
COOROIBAH,4565,QLD,,,,
NORTH SHORE,4565,QLD,,,,
RINGTAIL CREEK,4565,QLD,,,,
TEWANTIN,4565,QLD,,,,
NOOSAVILLE,4566,QLD,,,,
CASTAWAYS BEACH,4567,QLD,,,,
NOOSA HEADS,4567,QLD,,,,
SUNRISE BEACH,4567,QLD,,,,
SUNSHINE BEACH,4567,QLD,,,,
FEDERAL,4568,QLD,,,,
PINBARREN,4568,QLD,,,,
POMONA,4568,QLD,,,,
COORAN,4569,QLD,,,,
AMAMOOR,4570,QLD,,,,
AMAMOOR CREEK,4570,QLD,,,,
ANDERLEIGH,4570,QLD,,,,
ARALUEN,4570,QLD,,,,
BANKS POCKET,4570,QLD,,,,
BEENAAM VALLEY,4570,QLD,,,,
BELLA CREEK,4570,QLD,,,,
BOLLIER,4570,QLD,,,,
CALGOA,4570,QLD,,,,
CANINA,4570,QLD,,,,
COLES CREEK,4570,QLD,,,,
CORELLA,4570,QLD,,,,
DOWNSFIELD,4570,QLD,,,,
FISHERMANS POCKET,4570,QLD,,,,
GILLDORA,4570,QLD,,,,
GLANMIRE,4570,QLD,,,,
GLEN ECHO,4570,QLD,,,,
GLENWOOD,4570,QLD,,,,
GREENS CREEK,4570,QLD,,,,
GUNALDA,4570,QLD,,,,
GYMPIE,4570,QLD,,,,
IMBIL,4570,QLD,,,,
JONES HILL,4570,QLD,,,,
KANDANGA,4570,QLD,,,,
KANDANGA CREEK,4570,QLD,,,,
KANIGAN,4570,QLD,,,,
KIA ORA,4570,QLD,,,,
LAKE BORUMBA,4570,QLD,,,,
LONG FLAT,4570,QLD,,,,
MARODIAN,4570,QLD,,,,
MARYS CREEK,4570,QLD,,,,
MCINTOSH CREEK,4570,QLD,,,,
MELAWONDI,4570,QLD,,,,
MIVA,4570,QLD,,,,
MONKLAND,4570,QLD,,,,
MOOLOO,4570,QLD,,,,
MUNNA CREEK,4570,QLD,,,,
NAHRUNDA,4570,QLD,,,,
NEUSA VALE,4570,QLD,,,,
NORTH DEEP CREEK,4570,QLD,,,,
PATERSON,4570,QLD,,,,
ROSS CREEK,4570,QLD,,,,
SCOTCHY POCKET,4570,QLD,,,,
SCRUBBY CREEK,4570,QLD,,,,
SEXTON,4570,QLD,,,,
ST MARY,4570,QLD,,,,
TOOLARA FOREST,4570,QLD,,,,
UPPER GLASTONBURY,4570,QLD,,,,
UPPER KANDANGA,4570,QLD,,,,
WIDGEE CROSSING NORTH,4570,QLD,,,,
WIDGEE CROSSING SOUTH,4570,QLD,,,,
WOOLOOGA,4570,QLD,,,,
KIN KIN,4571,QLD,,,,
ALEXANDRA HEADLAND,4572,QLD,,,,
COOLUM BEACH,4573,QLD,,,,
MARCUS BEACH,4573,QLD,,,,
MOUNT COOLUM,4573,QLD,,,,
PEREGIAN BEACH,4573,QLD,,,,
YAROOMBA,4573,QLD,,,,
KENILWORTH,4574,QLD,,,,
MOY POCKET,4574,QLD,,,,
BIRTINYA,4575,QLD,,,,
BOKARINA,4575,QLD,,,,
BUDDINA,4575,QLD,,,,
KAWANA WATERS,4575,QLD,,,,
MINYAMA,4575,QLD,,,,
PARREARRA,4575,QLD,,,,
WARANA,4575,QLD,,,,
WARANA BEACH,4575,QLD,,,,
WURTULLA,4575,QLD,,,,
COOLOOLA,4580,QLD,,,,
COOLOOLA COVE,4580,QLD,,,,
TIN CAN BAY,4580,QLD,,,,
EURONG,4581,QLD,,,,
INSKIP,4581,QLD,,,,
RAINBOW BEACH,4581,QLD,,,,
BLACK SNAKE,4600,QLD,,,,
KILKIVAN,4600,QLD,,,,
MUDLO,4600,QLD,,,,
OAKVIEW,4600,QLD,,,,
BARAMBAH,4601,QLD,,,,
BOONARA,4601,QLD,,,,
BOOUBYJAN,4601,QLD,,,,
GOOMERI,4601,QLD,,,,
GOOMERIBONG,4601,QLD,,,,
KINBOMBI,4601,QLD,,,,
MANUMBAR,4601,QLD,,,,
MANYUNG,4601,QLD,,,,
TANSEY,4601,QLD,,,,
WRATTENS FOREST,4601,QLD,,,,
BARLIL,4605,QLD,,,,
CHERBOURG,4605,QLD,,,,
CLOYNA,4605,QLD,,,,
COBBS HILL,4605,QLD,,,,
GLENROCK,4605,QLD,,,,
KITOBA,4605,QLD,,,,
MERLWOOD,4605,QLD,,,,
MOFFATDALE,4605,QLD,,,,
MOONDOONER,4605,QLD,,,,
MURGON,4605,QLD,,,,
OAKDALE,4605,QLD,,,,
REDGATE,4605,QLD,,,,
SILVERLEAF,4605,QLD,,,,
SUNNY NOOK,4605,QLD,,,,
TABLELANDS,4605,QLD,,,,
WARNUNG,4605,QLD,,,,
WOOROONDEN,4605,QLD,,,,
CHELMSFORD,4606,QLD,,,,
FAIRDALE,4606,QLD,,,,
LEAFDALE,4606,QLD,,,,
MOUNT MCEUEN,4606,QLD,,,,
MP CREEK,4606,QLD,,,,
WHEATLANDS,4606,QLD,,,,
WONDAI,4606,QLD,,,,
CHARLESTOWN,4608,QLD,,,,
TINGOORA,4608,QLD,,,,
WILKESDALE,4608,QLD,,,,
WOOROOLIN,4608,QLD,,,,
ALICE CREEK,4610,QLD,,,,
BALLOGIE,4610,QLD,,,,
BENAIR,4610,QLD,,,,
BOOIE,4610,QLD,,,,
BOYNESIDE,4610,QLD,,,,
CHAHPINGAH,4610,QLD,,,,
COOLABUNIA,4610,QLD,,,,
CORNDALE,4610,QLD,,,,
DANGORE,4610,QLD,,,,
DURONG,4610,QLD,,,,
DURONG SOUTH,4610,QLD,,,,
GOODGER,4610,QLD,,,,
GORDONBROOK,4610,QLD,,,,
HALY CREEK,4610,QLD,,,,
HODGLEIGH,4610,QLD,,,,
INVERLAW,4610,QLD,,,,
IRONPOT,4610,QLD,,,,
KINGAROY,4610,QLD,,,,
KUMBIA,4610,QLD,,,,
MANNUEM,4610,QLD,,,,
TAABINGA,4610,QLD,,,,
WATTLE GROVE,4610,QLD,,,,
MARSHLANDS,4611,QLD,,,,
MONDURE,4611,QLD,,,,
HIVESVILLE,4612,QLD,,,,
KAWL KAWL,4612,QLD,,,,
KEYSLAND,4612,QLD,,,,
STONELANDS,4612,QLD,,,,
WIGTON,4612,QLD,,,,
ABBEYWOOD,4613,QLD,,,,
BOONDOOMA,4613,QLD,,,,
COVERTY,4613,QLD,,,,
MELROSE,4613,QLD,,,,
OKEDEN,4613,QLD,,,,
PROSTON,4613,QLD,,,,
NEUMGNA,4614,QLD,,,,
UPPER YARRAMAN,4614,QLD,,,,
YARRAMAN,4614,QLD,,,,
BARKER CREEK FLAT,4615,QLD,,,,
BULLCAMP,4615,QLD,,,,
EAST NANANGO,4615,QLD,,,,
GLAN DEVON,4615,QLD,,,,
JOHNSTOWN,4615,QLD,,,,
KUNIOON,4615,QLD,,,,
MAIDENWELL,4615,QLD,,,,
NANANGO,4615,QLD,,,,
PIMPIMBUDGEE,4615,QLD,,,,
RUNNYMEDE,4615,QLD,,,,
SANDY RIDGES,4615,QLD,,,,
SOUTH EAST NANANGO,4615,QLD,,,,
TARONG,4615,QLD,,,,
WATTLE CAMP,4615,QLD,,,,
WENGENVILLE,4615,QLD,,,,
WYALLA,4615,QLD,,,,
BROOWEENA,4620,QLD,,,,
DOONGUL,4620,QLD,,,,
GIGOOMGAN,4620,QLD,,,,
GLENBAR,4620,QLD,,,,
GUNGALOON,4620,QLD,,,,
MALARGA,4620,QLD,,,,
NORTH ARAMARA,4620,QLD,,,,
TEEBAR,4620,QLD,,,,
WOOCOO,4620,QLD,,,,
BIGGENDEN,4621,QLD,,,,
BOOMPA,4621,QLD,,,,
CORINGA,4621,QLD,,,,
DEGILBO,4621,QLD,,,,
DIDCOT,4621,QLD,,,,
GOLDEN FLEECE,4621,QLD,,,,
WATERANGA,4621,QLD,,,,
WOOWOONGA,4621,QLD,,,,
ARANBANGA,4625,QLD,,,,
BAN BAN,4625,QLD,,,,
BAN BAN SPRINGS,4625,QLD,,,,
BARLYNE,4625,QLD,,,,
BLAIRMORE,4625,QLD,,,,
BON ACCORD,4625,QLD,,,,
BRANCH CREEK,4625,QLD,,,,
CAMPBELL CREEK,4625,QLD,,,,
DEEP CREEK,4625,QLD,,,,
DIRNBIR,4625,QLD,,,,
DUNDARRAH,4625,QLD,,,,
GAYNDAH,4625,QLD,,,,
GINOONDAN,4625,QLD,,,,
HARRIET,4625,QLD,,,,
HUMPHERY,4625,QLD,,,,
IDERAWAY,4625,QLD,,,,
MINGO,4625,QLD,,,,
MOUNT DEBATEABLE,4625,QLD,,,,
MOUNT LAWLESS,4625,QLD,,,,
PENWHAUPELL,4625,QLD,,,,
PILE GULLY,4625,QLD,,,,
REIDS CREEK,4625,QLD,,,,
STOCKHAVEN,4625,QLD,,,,
THE LIMITS,4625,QLD,,,,
TOONDAHRA,4625,QLD,,,,
WAHOON,4625,QLD,,,,
WETHERON,4625,QLD,,,,
WILSON VALLEY,4625,QLD,,,,
WOODMILLAR,4625,QLD,,,,
YENDA,4625,QLD,,,,
BEERON,4626,QLD,,,,
BOYNEWOOD,4626,QLD,,,,
BROVINIA,4626,QLD,,,,
CATTLE CREEK,4626,QLD,,,,
COONAMBULA,4626,QLD,,,,
DERRI DERRA,4626,QLD,,,,
DYKEHEAD,4626,QLD,,,,
GLENRAE,4626,QLD,,,,
HAWKWOOD,4626,QLD,,,,
MONOGORILBY,4626,QLD,,,,
MUNDOWRAN,4626,QLD,,,,
MUNDUBBERA,4626,QLD,,,,
OBIL BIL,4626,QLD,,,,
OLD COORANGA,4626,QLD,,,,
PHILPOTT,4626,QLD,,,,
RIVERLEIGH,4626,QLD,,,,
ABERCORN,4627,QLD,,,,
CERATODUS,4627,QLD,,,,
CHELTENHAM,4627,QLD,,,,
CYNTHIA,4627,QLD,,,,
EIDSVOLD,4627,QLD,,,,
EIDSVOLD EAST,4627,QLD,,,,
EIDSVOLD WEST,4627,QLD,,,,
GROSVENOR,4627,QLD,,,,
MALMOE,4627,QLD,,,,
WURUMA DAM,4627,QLD,,,,
BUKALI,4630,QLD,,,,
CANIA,4630,QLD,,,,
CANNINDAH,4630,QLD,,,,
COOMINGLAH,4630,QLD,,,,
COOMINGLAH FOREST,4630,QLD,,,,
GLENLEIGH,4630,QLD,,,,
HARRAMI,4630,QLD,,,,
KALPOWAR,4630,QLD,,,,
KAPALDO,4630,QLD,,,,
LANGLEY,4630,QLD,,,,
MONAL,4630,QLD,,,,
MONTO,4630,QLD,,,,
MULGILDIE,4630,QLD,,,,
SELENE,4630,QLD,,,,
SPLINTER CREEK,4630,QLD,,,,
TELLEBANG,4630,QLD,,,,
THREE MOON,4630,QLD,,,,
VENTNOR,4630,QLD,,,,
YARROL,4630,QLD,,,,
ANTIGUA,4650,QLD,,,,
BADDOW,4650,QLD,,,,
BAUPLE,4650,QLD,,,,
BAUPLE FOREST,4650,QLD,,,,
BEAVER ROCK,4650,QLD,,,,
BOONOOROO,4650,QLD,,,,
BOONOOROO PLAINS,4650,QLD,,,,
DUCKINWILLA,4650,QLD,,,,
DUNDATHU,4650,QLD,,,,
DUNMORA,4650,QLD,,,,
FERNEY,4650,QLD,,,,
GLENORCHY,4650,QLD,,,,
GOOTCHIE,4650,QLD,,,,
GRAHAMS CREEK,4650,QLD,,,,
GRANVILLE,4650,QLD,,,,
GUNDIAH,4650,QLD,,,,
MARYBOROUGH,4650,QLD,,,,
MOUNT STEADMAN,4650,QLD,,,,
MOUNT URAH,4650,QLD,,,,
MUNGAR,4650,QLD,,,,
NETHERBY,4650,QLD,,,,
OAKHURST,4650,QLD,,,,
OWANYILLA,4650,QLD,,,,
PILERWA,4650,QLD,,,,
PIONEERS REST,4650,QLD,,,,
ST HELENS,4650,QLD,,,,
TALEGALLA WEIR,4650,QLD,,,,
TANDORA,4650,QLD,,,,
TEDDINGTON,4650,QLD,,,,
THE DIMONDS,4650,QLD,,,,
THINOOMBA,4650,QLD,,,,
TIARO,4650,QLD,,,,
TINANA,4650,QLD,,,,
TINANA SOUTH,4650,QLD,,,,
TUAN FOREST,4650,QLD,,,,
WALKERS POINT,4650,QLD,,,,
YENGARIE,4650,QLD,,,,
BOORAL,4655,QLD,,,,
BUNYA CREEK,4655,QLD,,,,
DUNDOWRAN BEACH,4655,QLD,,,,
ELI WATERS,4655,QLD,,,,
GREAT SANDY STRAIT,4655,QLD,,,,
HAPPY VALLEY,4655,QLD,,,,
HERVEY BAY,4655,QLD,,,,
HERVEY BAY DC,4655,QLD,,,,
KAWUNGAN,4655,QLD,,,,
KINGFISHER BAY,4655,QLD,,,,
NIKENBAH,4655,QLD,,,,
PIALBA,4655,QLD,,,,
POINT VERNON,4655,QLD,,,,
SCARNESS,4655,QLD,,,,
SUNSHINE ACRES,4655,QLD,,,,
SUSAN RIVER,4655,QLD,,,,
TORQUAY,4655,QLD,,,,
URANGAN,4655,QLD,,,,
URRAWEEN,4655,QLD,,,,
WALLIGAN,4655,QLD,,,,
WONDUNNA,4655,QLD,,,,
BURGOWAN,4659,QLD,,,,
BURRUM HEADS,4659,QLD,,,,
BURRUM RIVER,4659,QLD,,,,
BURRUM TOWN,4659,QLD,,,,
HOWARD,4659,QLD,,,,
PACIFIC HAVEN,4659,QLD,,,,
ABINGTON,4660,QLD,,,,
BUXTON,4660,QLD,,,,
CHERWELL,4660,QLD,,,,
CHILDERS,4660,QLD,,,,
CORDALBA,4660,QLD,,,,
EUREKA,4660,QLD,,,,
GOODWOOD,4660,QLD,,,,
GREGORY RIVER,4660,QLD,,,,
HORTON,4660,QLD,,,,
ISIS CENTRAL,4660,QLD,,,,
ISIS CENTRAL MILL,4660,QLD,,,,
ISIS RIVER,4660,QLD,,,,
KULLOGUM,4660,QLD,,,,
NORTH GREGORY,4660,QLD,,,,
PROMISEDLAND,4660,QLD,,,,
WOODGATE,4660,QLD,,,,
TORBANLEA,4662,QLD,,,,
ABBOTSFORD,4670,QLD,,,,
ALLOWAY,4670,QLD,,,,
ASHFIELD,4670,QLD,,,,
AVENELL HEIGHTS,4670,QLD,,,,
AVOCA,4670,QLD,,,,
AVONDALE,4670,QLD,,,,
BARGARA,4670,QLD,,,,
BRANYAN,4670,QLD,,,,
BUNDABERG,4670,QLD,,,,
BUNDABERG CENTRAL,4670,QLD,,,,
BUNDABERG DC,4670,QLD,,,,
BUNDABERG EAST,4670,QLD,,,,
BUNDABERG NORTH,4670,QLD,,,,
BUNDABERG SOUTH,4670,QLD,,,,
BUNDABERG WEST,4670,QLD,,,,
BURNETT HEADS,4670,QLD,,,,
CALAVOS,4670,QLD,,,,
CORAL COVE,4670,QLD,,,,
ELECTRA,4670,QLD,,,,
ELLIOTT,4670,QLD,,,,
ELLIOTT HEADS,4670,QLD,,,,
GIVELDA,4670,QLD,,,,
KALKIE,4670,QLD,,,,
KENSINGTON,4670,QLD,,,,
KEPNOCK,4670,QLD,,,,
KINKUNA,4670,QLD,,,,
MEADOWVALE,4670,QLD,,,,
MILLBANK,4670,QLD,,,,
MOORE PARK,4670,QLD,,,,
MOORLAND,4670,QLD,,,,
NORVILLE,4670,QLD,,,,
QUNABA,4670,QLD,,,,
RUBYANNA,4670,QLD,,,,
SHARON,4670,QLD,,,,
SOUTH BINGERA,4670,QLD,,,,
SOUTH KOLAN,4670,QLD,,,,
SVENSSON HEIGHTS,4670,QLD,,,,
THABEBAN,4670,QLD,,,,
WALKERVALE,4670,QLD,,,,
WATALGAN,4670,QLD,,,,
WELCOME CREEK,4670,QLD,,,,
WINDERMERE,4670,QLD,,,,
BOOLBOONDA,4671,QLD,,,,
BOOYAL,4671,QLD,,,,
DALYSFORD,4671,QLD,,,,
DAMASCUS,4671,QLD,,,,
DELAN,4671,QLD,,,,
DOUGHBOY,4671,QLD,,,,
DRINAN,4671,QLD,,,,
DUINGAL,4671,QLD,,,,
GAETA,4671,QLD,,,,
GIN GIN,4671,QLD,,,,
GOOD NIGHT,4671,QLD,,,,
HORSE CAMP,4671,QLD,,,,
KOLONGA,4671,QLD,,,,
LAKE MONDURAN,4671,QLD,,,,
MAROONDAN,4671,QLD,,,,
MCILWRAITH,4671,QLD,,,,
MOLANGUL,4671,QLD,,,,
MONDURAN,4671,QLD,,,,
MOOLBOOLAMAN,4671,QLD,,,,
MORGANVILLE,4671,QLD,,,,
MOUNT PERRY,4671,QLD,,,,
MUNGY,4671,QLD,,,,
NEARUM,4671,QLD,,,,
NEW MOONTA,4671,QLD,,,,
REDHILL FARMS,4671,QLD,,,,
SKYRING RESERVE,4671,QLD,,,,
ST AGNES,4671,QLD,,,,
ST KILDA,4671,QLD,,,,
TAKILBERAN,4671,QLD,,,,
TIRROAN,4671,QLD,,,,
WALLAVILLE,4671,QLD,,,,
WONBAH,4671,QLD,,,,
WONBAH FOREST,4671,QLD,,,,
LITTABELLA,4673,QLD,,,,
MIARA,4673,QLD,,,,
WATERLOO,4673,QLD,,,,
YANDARAN,4673,QLD,,,,
BAFFLE CREEK,4674,QLD,,,,
BERAJONDO,4674,QLD,,,,
DEEPWATER,4674,QLD,,,,
EULEILAH,4674,QLD,,,,
MOUNT MARIA,4674,QLD,,,,
OYSTER CREEK,4674,QLD,,,,
ROSEDALE,4674,QLD,,,,
RULES BEACH,4674,QLD,,,,
TAUNTON,4674,QLD,,,,
GINDORAN,4676,QLD,,,,
LOWMEAD,4676,QLD,,,,
AGNES WATER,4677,QLD,,,,
CAPTAIN CREEK,4677,QLD,,,,
COLOSSEUM,4677,QLD,,,,
EURIMBULA,4677,QLD,,,,
MIRIAM VALE,4677,QLD,,,,
MOUNT TOM,4677,QLD,,,,
ROUND HILL,4677,QLD,,,,
SEVENTEEN SEVENTY,4677,QLD,,,,
BOROREN,4678,QLD,,,,
FORESHORES,4678,QLD,,,,
RODDS BAY,4678,QLD,,,,
BARNEY POINT,4680,QLD,,,,
BENARABY,4680,QLD,,,,
BOYNE ISLAND,4680,QLD,,,,
BOYNE VALLEY,4680,QLD,,,,
BOYNEDALE,4680,QLD,,,,
BUILYAN,4680,QLD,,,,
BYELLEE,4680,QLD,,,,
CALLEMONDAH,4680,QLD,,,,
CALLIOPE,4680,QLD,,,,
CLINTON,4680,QLD,,,,
DIGLUM,4680,QLD,,,,
GLADSTONE,4680,QLD,,,,
GLEN EDEN,4680,QLD,,,,
HERON ISLAND,4680,QLD,,,,
HETHERINGTON,4680,QLD,,,,
IVERAGH,4680,QLD,,,,
KIN KORA,4680,QLD,,,,
KIRKWOOD,4680,QLD,,,,
MOUNT ALMA,4680,QLD,,,,
NEW AUCKLAND,4680,QLD,,,,
"OCONNELL,QLD,,GLADSTONE DC,410,Q2,43,CENTRAL Q",4680,,,,,
RIVER RANCH,4680,QLD,,,,
SOUTH GLADSTONE,4680,QLD,,,,
SOUTH TREES,4680,QLD,,,,
SUN VALLEY,4680,QLD,,,,
TABLELANDS,4680,QLD,,,,
TANNUM SANDS,4680,QLD,,,,
TARAGOOLA,4680,QLD,,,,
TELINA,4680,QLD,,,,
TOOLOOA,4680,QLD,,,,
UBOBO,4680,QLD,,,,
WEST GLADSTONE,4680,QLD,,,,
WEST STOWE,4680,QLD,,,,
WOODERSON,4680,QLD,,,,
ALDOGA,4694,QLD,,,,
TARGINIE,4694,QLD,,,,
YARWUN,4694,QLD,,,,
BRACEWELL,4695,QLD,,,,
DARTS CREEK,4695,QLD,,,,
EAST END,4695,QLD,,,,
MACHINE CREEK,4695,QLD,,,,
MOUNT LARCOM,4695,QLD,,,,
THE NARROWS,4695,QLD,,,,
RAGLAN,4697,QLD,,,,
BAJOOL,4699,QLD,,,,
PORT ALMA,4699,QLD,,,,
ALLENSTOWN,4700,QLD,,,,
FAIRY BOWER,4700,QLD,,,,
GREAT KEPPEL ISLAND,4700,QLD,,,,
PORT CURTIS,4700,QLD,,,,
ROCKHAMPTON,4700,QLD,,,,
ROCKHAMPTON CITY,4700,QLD,,,,
THE KEPPELS,4700,QLD,,,,
THE RANGE,4700,QLD,,,,
WANDAL,4700,QLD,,,,
WEST ROCKHAMPTON,4700,QLD,,,,
BERSERKER,4701,QLD,,,,
CENTRAL QUEENSLAND UNIVERSITY,4701,QLD,,,,
FRENCHVILLE,4701,QLD,,,,
GREENLAKE,4701,QLD,,,,
KAWANA,4701,QLD,,,,
KOONGAL,4701,QLD,,,,
LIMESTONE CREEK,4701,QLD,,,,
MOUNT ARCHER,4701,QLD,,,,
NANKIN,4701,QLD,,,,
NORMAN GARDENS,4701,QLD,,,,
NORTH ROCKHAMPTON,4701,QLD,,,,
PARK AVENUE,4701,QLD,,,,
ROCKYVIEW,4701,QLD,,,,
SANDRINGHAM,4701,QLD,,,,
THE COMMON,4701,QLD,,,,
ALBERTA,4702,QLD,,,,
ALSACE,4702,QLD,,,,
AMBROSE,4702,QLD,,,,
ANAKIE,4702,QLD,,,,
ARGOON,4702,QLD,,,,
BALCOMBA,4702,QLD,,,,
BANANA,4702,QLD,,,,
BARALABA,4702,QLD,,,,
BARNARD,4702,QLD,,,,
BINGEGANG,4702,QLD,,,,
BLACKDOWN,4702,QLD,,,,
BLUFF,4702,QLD,,,,
BOULDERCOMBE,4702,QLD,,,,
BUSHLEY,4702,QLD,,,,
CANAL CREEK,4702,QLD,,,,
CANOONA,4702,QLD,,,,
CENTRAL QUEENSLAND MC,4702,QLD,,,,
COMET,4702,QLD,,,,
COOMOO,4702,QLD,,,,
COOROOMAN,4702,QLD,,,,
COOWONGA,4702,QLD,,,,
DALMA,4702,QLD,,,,
DINGO,4702,QLD,,,,
DIXALEA,4702,QLD,,,,
DULULU,4702,QLD,,,,
DUMPY CREEK,4702,QLD,,,,
ETNA CREEK,4702,QLD,,,,
GAINSFORD,4702,QLD,,,,
GARNANT,4702,QLD,,,,
GLENROY,4702,QLD,,,,
GOGANGO,4702,QLD,,,,
GOOMALLY,4702,QLD,,,,
GOOVIGEN,4702,QLD,,,,
GOOWARRA,4702,QLD,,,,
GRACEMERE,4702,QLD,,,,
JAMBIN,4702,QLD,,,,
JARDINE,4702,QLD,,,,
JELLINBAH,4702,QLD,,,,
JOSKELEIGH,4702,QLD,,,,
KALAPA,4702,QLD,,,,
KEPPEL SANDS,4702,QLD,,,,
KOKOTUNGO,4702,QLD,,,,
MACKENZIE,4702,QLD,,,,
MIDGEE,4702,QLD,,,,
MIMOSA,4702,QLD,,,,
MORINISH,4702,QLD,,,,
MORINISH SOUTH,4702,QLD,,,,
MOUNT CHALMERS,4702,QLD,,,,
NINE MILE,4702,QLD,,,,
PARKHURST,4702,QLD,,,,
PHEASANT CREEK,4702,QLD,,,,
PINK LILY,4702,QLD,,,,
RIDGELANDS,4702,QLD,,,,
ROLLESTON,4702,QLD,,,,
ROSSMOYA,4702,QLD,,,,
RUBYVALE,4702,QLD,,,,
SAPPHIRE,4702,QLD,,,,
SHOALWATER,4702,QLD,,,,
SMOKY CREEK,4702,QLD,,,,
SOUTH YAAMBA,4702,QLD,,,,
STANAGE,4702,QLD,,,,
STANWELL,4702,QLD,,,,
STEWARTON,4702,QLD,,,,
THOMPSON POINT,4702,QLD,,,,
TUNGAMULL,4702,QLD,,,,
ULOGIE,4702,QLD,,,,
WALLAROO,4702,QLD,,,,
WESTWOOD,4702,QLD,,,,
WILLOWS GEMFIELDS,4702,QLD,,,,
WOOLEIN,4702,QLD,,,,
WOOROONA,4702,QLD,,,,
WOWAN,4702,QLD,,,,
WYCARBAH,4702,QLD,,,,
YALLEROI,4702,QLD,,,,
YARAKA,4702,QLD,,,,
ADELAIDE PARK,4703,QLD,,,,
BANGALEE,4703,QLD,,,,
BARLOWS HILL,4703,QLD,,,,
BARMARYEE,4703,QLD,,,,
BARMOYA,4703,QLD,,,,
BAYFIELD,4703,QLD,,,,
BYFIELD,4703,QLD,,,,
CAUSEWAY LAKE,4703,QLD,,,,
COBRABALL,4703,QLD,,,,
COOEE BAY,4703,QLD,,,,
HIDDEN VALLEY,4703,QLD,,,,
INVERNESS,4703,QLD,,,,
LAKE MARY,4703,QLD,,,,
LAMMERMOOR,4703,QLD,,,,
LAMMERMOOR BEACH,4703,QLD,,,,
MARYVALE,4703,QLD,,,,
MEIKLEVILLE HILL,4703,QLD,,,,
MULAMBIN,4703,QLD,,,,
MULARA,4703,QLD,,,,
